"Plot"	"Treatment"	"Block"	"GrazeTime"	"AG"	"BG"	"BX"	"CBH"	"LAP"	"NAG"	"PER1"	"PEROX"	"PHENOX"	"PHOS"
7	"LO"	3	"1WK"	0.320287551179483	0.519315266015938	0.440885507017087	0.464980541854802	0.718762097927344	0.190854454144733	0.651735696273237	0.770148094054317	0.36695147124463	0.0875143407916922
7	"LO"	3	"24H"	0.647993991491842	0.866130895010253	0.590661008713162	0.692415478371253	0.719491713905136	0.70285502149741	0.345227907903549	0.370650384748356	0.152819444760757	0.417735937440924
7	"LO"	3	"4WK"	0.370728494483708	0.553371903320491	0.346688286562161	0.288860198503862	0.562094716337313	0.223280157564515	0	0.880874800731813	1	0.482471067334376
7	"LO"	3	"PRE"	0.657189780553712	0.866839185792638	0.721666137257293	0.637912808082119	0.723932459043963	0.673291027383452	0.00746809689810674	0.261048309474026	0.285203131849404	0.00920987364552837
8	"NO"	3	"1WK"	0.444802323130247	0.638886846559985	0.514587731918372	0.453380630808429	0.865218445119033	0.332368546981218	0.64592145224493	0.72307881010124	0.31889309777742	0.420141172031195
8	"NO"	3	"24H"	0.834712190471658	0.757878316483516	0.793007832453624	0.844268056344312	0.754071421307451	0.555128108222628	0.937153987748092	0.714714929292093	0.0901418900515009	0.595237518680661
8	"NO"	3	"4WK"	0.429136676127749	0.636292088245455	0.48987343796026	0.430919331349312	0.681184682313638	0.352923070080485	0	0.0644984111329984	0.284996795681955	0.713352558697926
8	"NO"	3	"PRE"	0.751407766909508	0.895428348837186	0.881497248137636	0.972729510920481	0.842969092087844	0.934243937113694	0.142777846201098	0.361527316808526	0.295194333159264	0.718917281795185
9	"HI"	3	"1WK"	0.356948326815454	0.573664863066491	0.46776698488449	0.458845260347996	0.679819665898501	0.321490851208724	0.660979438150129	0.731720033912343	0.317174512638972	0.542785670698027
9	"HI"	3	"24H"	0.729399493461689	1	0.967497403397684	1	0.642990736550123	1	0.480389824213502	0.487234923167127	0.180864967857671	0.466703488787227
9	"HI"	3	"4WK"	0.522475839916336	0.747127170775112	0.681571502154938	0.723920993341472	0.64809401630175	0.534354991921625	0.480021761309742	0.67812206126626	0.393806834739214	0.92079759944029
9	"HI"	3	"PRE"	0.735077985976734	0.784469613107824	0.862980075051206	0.696055454241275	0.683789205636258	0.811257287194234	0.398382697417233	0.596333472278204	0.364199441902807	0.773425813560903
10	"HI"	4	"1WK"	0.273480296385669	0.518343938955644	0.327509830756251	0.410668401096893	0.835257045188349	0.459562031305582	0.650071389698355	0.75707717527924	0.353643347936337	0.566311505013472
10	"HI"	4	"24H"	0	0	0	0	0	0	0	0	0	0
10	"HI"	4	"4WK"	0	0	0	0	0	0	0	0	0	0
10	"HI"	4	"PRE"	0	0	0	0	0	0	0	0	0	0
11	"LO"	4	"1WK"	0.298509142213502	0.579627813280876	0.424870608595555	0.384483138480862	0.6896429103942	0.377958712681733	0.587313843254649	0.790081752411753	0.437698791042773	0.662934816926376
11	"LO"	4	"24H"	0.63432476524874	0.705197267032405	0.734195630373344	0.659952487082547	0.630723564585793	0.448815623253976	0.650390842073765	0.690931315755508	0.279710525652809	0.655584961642067
11	"LO"	4	"4WK"	0.590306052855386	0.690617179326251	0.552680546523887	0.590011820113769	0.815180875462572	0.504496628165783	0.407214436911632	0.547273156496349	0.302887672923117	0.588742276252878
11	"LO"	4	"PRE"	0.609572754346649	0.654302489609937	0.706975470507086	0.436488180858287	0.777079403705437	0.959984512048012	0.32083368444805	0.430420021477366	0.23778807634875	0.187218359723097
12	"NO"	4	"1WK"	0.214690705615611	0.507072608099136	0.333437921531179	0.278854370105123	0.775774548679526	0.368051339285569	0.494771690798744	0.590818905348439	0.285430140693486	0.46011266263767
12	"NO"	4	"24H"	0.672703417843419	0.866325760260797	0.750285888181244	0.754654054139139	0.720103797319547	0.710706783634182	0.610486871487117	0.719135935916569	0.341199068631338	0.870419439522943
12	"NO"	4	"PRE"	0.522484256430427	0.605356033634515	0.626794830371632	0.413827770941946	0.649452908252282	0.580162052931754	0.525101924988777	0.670605681063913	0.351466681392599	0.873981921796503
