"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"AG"	"BG"	"BX"	"CBH"	"LAP"	"NAG"	"PER1"	"PEROX"	"PHENOX"	"PHOS"
"5"	"2"	"LO"	"PRE"	"5"	35.03351447	435.3758306	77.96107048	44.25379016	355.0473513	48.55474968	6.671852441	6.434100771	0	0
"5"	"2"	"LO"	"24H"	"1"	9.665539647	271.0147964	56.21946546	25.15076107	648.9321511	54.81888619	6.989950824	9.282417517	2.292466694	0
"5"	"2"	"LO"	"24H"	"2"	6.768057014	243.2477763	55.08295373	23.27427863	454.5049044	36.91152312	9.198410437	13.27517624	4.076765803	0
"5"	"2"	"LO"	"24H"	"3"	0	228.4344766	30.51788718	15.16775102	442.7197199	22.65293435	7.224470121	10.27060224	3.046132123	0
"5"	"2"	"LO"	"24H"	"4"	7.183275888	353.0019567	32.6398491	20.34377066	478.425534	22.1726719	0	1.327542867	8.626179214	0
"5"	"2"	"LO"	"24H"	"5"	37.91754052	491.9610942	93.81151076	53.27702362	732.4891742	53.21772399	5.786776492	9.051020208	3.264243716	0
"5"	"2"	"LO"	"1WK"	"1"	51.18087061	443.5551225	86.45746113	61.08015763	652.20951	54.13592077	0	2.327068904	5.249726225	0
"5"	"2"	"LO"	"1WK"	"2"	42.9877349	486.8943635	68.62635797	49.59106082	598.9429055	39.89823385	2.395868514	5.789277153	3.393408639	9.695446375
"5"	"2"	"LO"	"1WK"	"3"	45.33147142	370.9009088	76.13692366	38.90414334	684.6964756	40.71443626	1.189692412	2.026558242	0.83686583	0
"5"	"2"	"LO"	"1WK"	"4"	18.72626115	409.2276089	37.95261868	25.49707584	517.2544398	14.31485997	0	5.796223961	6.384922517	0
"5"	"2"	"LO"	"1WK"	"5"	37.20849755	344.253186	61.68253194	39.0801473	377.9182428	28.88356841	0	0	0	0
"5"	"2"	"LO"	"4WK"	"1"	2.574599984	291.9099131	41.25191845	34.70767638	459.3996007	6.329098407	2.774954898	8.530976727	5.75602183	0
"5"	"2"	"LO"	"4WK"	"2"	28.46028844	372.4320876	78.27471358	50.59947132	403.3707022	31.50351676	2.376873188	6.1714676	3.794594412	0
"5"	"2"	"LO"	"4WK"	"3"	15.60121621	373.4218972	69.33401553	50.00528509	404.1780944	27.9882164	0.911918471	5.281730155	4.369811684	0
"5"	"2"	"LO"	"4WK"	"4"	12.47904363	351.3767486	46.97154535	41.35002932	606.8457044	18.20404482	2.303584734	3.448278634	1.1446939	0
"5"	"2"	"LO"	"4WK"	"5"	28.31247617	664.4233243	120.2110937	74.64638405	580.9632504	53.74323812	0	5.992113838	8.58341845	0
"6"	"2"	"HI"	"PRE"	"1"	25.61939487	482.0380272	100.8358522	51.14003735	687.4656133	86.45523223	17.57640507	8.804730101	0	23.32575797
"6"	"2"	"HI"	"PRE"	"2"	38.30917838	427.7832149	93.78789806	43.76650933	322.305269	77.45505608	7.617784307	9.12881391	1.511029603	0
"6"	"2"	"HI"	"PRE"	"3"	42.27025308	431.5278406	85.93034208	46.45358134	307.1722823	47.07806536	9.393014313	6.348104033	0	0
"6"	"2"	"HI"	"PRE"	"4"	54.97820536	538.1855721	100.0368628	55.1802429	740.278061	66.84610005	12.27293902	11.56752231	0	0
"6"	"2"	"HI"	"PRE"	"5"	50.52827725	585.4033702	117.4132183	83.55944753	971.9720872	117.7391011	0	0	2.65968457	21.79633104
"6"	"2"	"HI"	"24H"	"1"	36.87968834	333.4559065	57.74345808	130.7350018	128.8951264	139.4211523	0	0	3.118775947	183.8215803
"6"	"2"	"HI"	"24H"	"2"	19.56212667	386.8136947	64.13704051	34.64015342	333.0122032	38.83846831	0.174728346	4.149798228	3.975069882	0
"6"	"2"	"HI"	"24H"	"3"	21.55004439	363.0947447	44.6846436	29.89055609	413.6030993	9.014880991	0	8.243944637	9.251838235	0
"6"	"2"	"HI"	"24H"	"4"	20.16971245	432.7784862	58.34950669	30.80269353	395.2752349	16.07815649	0	5.457796043	6.141143999	0
"6"	"2"	"HI"	"24H"	"5"	5.782053796	275.0140276	27.74935885	19.7991618	307.1596505	8.103081356	3.143903764	8.442243986	5.298340222	0
"6"	"2"	"HI"	"1WK"	"1"	23.84322019	397.0832745	35.9846273	57.45804588	477.9793773	50.62882744	0	0.895487778	1.586012654	11.17851466
"6"	"2"	"HI"	"1WK"	"2"	46.68179426	493.9638199	77.22255408	107.1575182	476.6778337	39.42674316	0	3.948755826	6.634262588	0
"6"	"2"	"HI"	"1WK"	"3"	65.29384226	660.5476814	111.4330721	88.19503938	628.8694186	94.23347027	1.765610224	5.715005157	3.949394934	0
"6"	"2"	"HI"	"1WK"	"4"	59.1783214	729.8707924	115.1196359	127.7135119	650.908002	75.145616	0	2.80394814	2.950621014	90.73409971
"6"	"2"	"HI"	"1WK"	"5"	25.71849639	784.6076391	109.3434594	120.7528209	709.9780973	73.94521639	0	0	1.520850417	41.96447172
"6"	"2"	"HI"	"4WK"	"1"	37.29019424	449.3368479	83.27852166	64.17836071	385.7525632	57.09635972	4.09342685	2.807101684	0	0
"6"	"2"	"HI"	"4WK"	"2"	18.97166603	203.4394069	36.83299408	23.05095713	102.5936176	27.89225778	1.993879802	3.247392963	1.253513161	0
"6"	"2"	"HI"	"4WK"	"3"	30.45525262	554.142436	81.90890085	51.78223304	175.1747249	35.37483216	0.203351852	3.32732545	3.123973598	0
"6"	"2"	"HI"	"4WK"	"4"	0	310.3545448	27.62802027	26.10512261	368.5187138	14.75137752	5.033637504	8.565750491	3.532112987	0
"6"	"2"	"HI"	"4WK"	"5"	10.82759596	394.7452615	49.61515565	40.88464529	412.1743923	23.06858952	1.775948692	3.411430126	1.635481435	0
"7"	"3"	"LO"	"PRE"	"1"	33.03084297	674.9791758	83.22743427	47.04988144	541.5943395	48.07717512	4.901629174	8.460385945	3.558756771	21.81332532
"7"	"3"	"LO"	"PRE"	"2"	1.765700245	523.0042226	57.95579921	28.56465183	355.6541552	26.73813925	3.881268723	12.71091202	8.829643301	0
"7"	"3"	"LO"	"PRE"	"3"	30.95666869	516.2757055	79.70680311	48.47321476	408.0915205	53.16774697	13.48151374	14.60129412	1.119780376	0
"7"	"3"	"LO"	"PRE"	"4"	0	371.9344406	65.90900626	22.07467191	420.7720165	21.83335526	0.946584984	5.120057285	4.173472301	0
"7"	"3"	"LO"	"PRE"	"5"	47.54684018	726.0546144	42.71864046	56.77376513	387.7586121	73.3642384	0	0	0	0
"7"	"3"	"LO"	"24H"	"1"	37.4644565	622.3413146	106.7881109	56.29062642	762.7217122	35.59069814	0	7.445742999	9.199220408	0
"7"	"3"	"LO"	"24H"	"2"	0	286.9262583	21.72423977	13.52091086	294.8420379	1.907117711	0	0.514780435	7.335164081	0
"7"	"3"	"LO"	"24H"	"3"	0	236.4357364	31.74535193	9.042491053	366.3424273	8.97796212	0	12.53200777	12.78420632	0
"7"	"3"	"LO"	"24H"	"4"	33.76121195	370.9904323	81.45698418	46.13740079	408.8226307	44.05019168	2.546486429	7.98114069	5.43465426	0
"7"	"3"	"LO"	"24H"	"5"	18.93358337	394.1938112	61.46463214	35.16924022	461.1588419	23.69962665	0	5.2055977	11.35595798	0
"7"	"3"	"LO"	"1WK"	"1"	31.48226205	337.769816	54.58155485	37.4889127	589.0606074	46.86968663	4.352841866	8.965056947	4.612215081	245.5478295
"7"	"3"	"LO"	"1WK"	"2"	23.80756964	313.261972	28.17798893	12.83696422	631.2399499	23.81552775	0	1.484493983	4.838910097	36.91884567
"7"	"3"	"LO"	"1WK"	"3"	25.67710538	461.3040569	41.79538161	34.84305659	575.0094488	32.35505866	2.059641716	4.092827004	2.033185288	0
"7"	"3"	"LO"	"1WK"	"4"	82.69563644	567.1323111	141.0244971	97.21899701	480.4005404	121.8613231	2.932290559	6.930504581	3.998214022	0
"7"	"3"	"LO"	"1WK"	"5"	29.77644364	421.3312888	51.11649708	28.12137241	483.9150058	34.14026043	2.826970687	6.788109368	3.961138681	0
"7"	"3"	"LO"	"4WK"	"1"	22.95240583	363.9616207	46.41541494	43.14491332	402.9394814	22.64606817	4.46290153	9.645223839	5.182322309	0
"7"	"3"	"LO"	"4WK"	"2"	36.61263291	462.1939966	69.41350775	60.23057317	376.6625797	36.79898499	0	1.323073317	2.599926467	0
"7"	"3"	"LO"	"4WK"	"3"	38.38070013	524.8505611	55.19829065	56.02369383	443.2882241	31.37690955	2.309881127	4.031899246	1.722018119	0
"7"	"3"	"LO"	"4WK"	"4"	47.43531189	524.4671612	94.36090871	62.21321756	383.8705142	46.49315189	0	0	1.905217111	0
"7"	"3"	"LO"	"4WK"	"5"	21.11455686	586.1535901	53.98724539	60.4965643	553.0537293	48.85449205	0	5.115787713	9.559480961	0
"8"	"3"	"NO"	"PRE"	"1"	42.46411585	826.3397116	96.48707806	67.12977206	493.2322386	48.15697999	8.962829064	8.775164775	0	33.40219239
"8"	"3"	"NO"	"PRE"	"2"	27.67923337	531.2843078	79.36982554	47.57005777	371.2749176	41.27360125	6.378137042	8.517460276	2.139323234	0
"8"	"3"	"NO"	"PRE"	"3"	17.16829841	517.2553648	53.05564159	46.63970347	426.0872565	17.32204207	8.230668693	10.30773656	2.077067863	0
"8"	"3"	"NO"	"PRE"	"4"	66.01014746	777.8989613	149.1226791	91.57697512	386.3405095	97.86310198	16.34696832	7.563628427	0	0
"8"	"3"	"NO"	"PRE"	"5"	66.48186973	459.6252723	96.43137845	65.8424173	264.3202653	93.30678046	10.57514609	11.12957619	0.554430093	136.4814938
"8"	"3"	"NO"	"24H"	"1"	19.41585997	369.4132389	64.58753856	31.48103133	423.5210011	24.77111265	0	0	0.02601631	0
"8"	"3"	"NO"	"24H"	"2"	35.77090551	482.67924	70.58811356	38.31467736	667.1024846	30.65951096	0	6.846058953	9.867693496	0
"8"	"3"	"NO"	"24H"	"3"	10.55157831	374.2401279	32.7259356	25.68440319	354.43627	17.16031775	0	0	5.83122144	0
"8"	"3"	"NO"	"24H"	"4"	39.4863849	476.6964617	75.71030888	47.12964714	354.3958254	33.7929763	0	1.657048624	7.279039178	0
"8"	"3"	"NO"	"24H"	"5"	14.68711363	359.8369227	39.42300544	47.2510457	369.4728731	46.59038311	0	2.036468324	8.691217504	0
"8"	"3"	"NO"	"1WK"	"1"	35.55181078	519.5983803	99.62581998	121.8479923	571.9229637	74.79240733	2.476816974	7.023843244	4.54702627	113.5990372
"8"	"3"	"NO"	"1WK"	"2"	7.561198432	289.303049	24.68451123	1.076062437	421.8529341	0	0	1.728422913	3.477628748	23.62114105
"8"	"3"	"NO"	"1WK"	"3"	1.226948297	427.9787324	58.20180364	19.65693983	557.4783089	0.889255485	4.023262286	6.723467476	2.70020519	32.28846811
"8"	"3"	"NO"	"1WK"	"4"	25.80410668	499.3808035	60.44501342	52.34898973	349.3105949	23.73586759	0	2.545923426	5.389120543	0
"8"	"3"	"NO"	"1WK"	"5"	3.605436345	289.6043001	24.2274057	19.79435722	430.4154942	18.86979142	0	0	3.073402922	0
"8"	"3"	"NO"	"4WK"	"1"	20.76285005	443.7922801	55.14812868	47.48834269	480.7451437	22.81545529	0	1.152826422	9.49477543	0
"8"	"3"	"NO"	"4WK"	"2"	25.87024417	580.2634289	65.01530915	51.95199281	633.463715	40.82134396	4.573620726	6.12047421	1.546853484	0
"8"	"3"	"NO"	"4WK"	"3"	22.16679947	479.1787203	54.58236337	51.67191291	598.4467016	18.32080504	3.429904134	5.410386596	1.980482462	0
"8"	"3"	"NO"	"4WK"	"4"	55.10596427	383.2552228	74.69618721	61.90628745	277.3345639	87.95795177	4.121903856	3.630008747	0	128.9107071
"8"	"3"	"NO"	"4WK"	"5"	47.45645173	369.4713354	64.54512618	55.65592275	390.7996577	69.92935933	5.83347964	5.198663784	0	0
"9"	"3"	"HI"	"PRE"	"1"	8.884724445	452.764927	62.57010087	37.95513436	504.8908041	16.59321362	13.20392483	11.22473135	0	4.520592687
"9"	"3"	"HI"	"PRE"	"2"	30.17802855	447.2306191	68.85898556	42.47884156	416.1102491	22.93741617	12.21583734	16.378099	4.162261657	0
"9"	"3"	"HI"	"PRE"	"3"	47.42142821	624.0830472	109.7316384	69.16646188	406.9826232	57.14339167	2.870252624	6.485727202	3.615474578	0.192402318
"9"	"3"	"HI"	"PRE"	"4"	47.63448354	638.5635989	99.50498606	69.28341333	450.7346374	40.30254502	9.488492024	7.066935921	0	11.29473975
"9"	"3"	"HI"	"PRE"	"5"	3.8054602	341.4628004	26.77237379	31.81781608	434.0315563	0	9.692172511	10.71538339	1.023210879	0
"9"	"3"	"HI"	"24H"	"1"	28.69984754	488.1717193	85.59202279	51.60655328	879.3127754	59.04026202	2.199119254	4.664243878	2.465124625	9.553677412
"9"	"3"	"HI"	"24H"	"2"	17.34060156	418.6263965	51.63386471	29.04860112	442.2896821	13.25990491	0	0.733614146	1.621898608	0
"9"	"3"	"HI"	"24H"	"3"	12.85611728	491.6091733	45.80473139	3.51901214	542.5028428	19.4398062	4.797037164	14.49640004	9.69936288	0
"9"	"3"	"HI"	"24H"	"4"	25.09603637	517.3235689	88.12714639	12.06123213	576.723674	33.70047004	5.677215282	10.30197709	4.624761808	0.74431972
"9"	"3"	"HI"	"24H"	"5"	16.9517125	394.5387712	51.70676442	0.499807163	619.051015	16.54623418	2.944558225	13.2887603	10.34420208	0
"9"	"3"	"HI"	"1WK"	"1"	16.35149753	401.4554282	66.47185759	43.83202306	753.5454794	27.97512861	0	0.924057	2.591711489	27.66473306
"9"	"3"	"HI"	"1WK"	"2"	17.19383638	392.7873163	48.95658745	18.65564168	599.3347618	27.62504154	0.77668463	9.90283473	9.1261501	102.5944892
"9"	"3"	"HI"	"1WK"	"3"	21.04952056	455.9006255	58.48521926	62.41967281	492.9136465	42.20847623	0.440837975	3.910935849	3.470097874	124.3497435
"9"	"3"	"HI"	"1WK"	"4"	2.24064992	387.9746342	28.9330175	6.771579881	474.1802327	0.546215504	4.354566082	11.04087851	6.686312427	131.3689029
"9"	"3"	"HI"	"1WK"	"5"	21.02309494	374.5885135	39.38314495	15.13285675	449.5767395	6.945506429	1.267474214	3.226484933	1.95901072	0
"9"	"3"	"HI"	"4WK"	"1"	59.44147483	724.1299863	155.3308397	108.6561692	874.6829456	41.39925259	5.681934397	9.970781155	4.288846758	0
"9"	"3"	"HI"	"4WK"	"2"	13.48941508	374.4747611	41.81333169	34.00070371	485.7968567	7.03848853	4.259315793	7.000792713	2.74147692	0
