"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"Substrate"	"Enzyme_nm_g_hr"
"5"	"2"	"LO"	"1WK"	"1"	"AG"	51.18087061
"5"	"2"	"LO"	"4WK"	"1"	"AG"	2.574599984
"5"	"2"	"LO"	"PRE"	"1"	"BG"	224.3068877
"5"	"2"	"LO"	"24H"	"1"	"BG"	271.0147964
"5"	"2"	"LO"	"1WK"	"1"	"BG"	443.5551225
"5"	"2"	"LO"	"4WK"	"1"	"BG"	291.9099131
"5"	"2"	"LO"	"PRE"	"1"	"BX"	51.41703554
"5"	"2"	"LO"	"24H"	"1"	"BX"	56.21946546
"5"	"2"	"LO"	"1WK"	"1"	"BX"	86.45746113
"5"	"2"	"LO"	"4WK"	"1"	"BX"	41.25191845
"5"	"2"	"LO"	"PRE"	"1"	"CBH"	20.39589224
"5"	"2"	"LO"	"24H"	"1"	"CBH"	25.15076107
"5"	"2"	"LO"	"1WK"	"1"	"CBH"	61.08015763
"5"	"2"	"LO"	"4WK"	"1"	"CBH"	34.70767638
"5"	"2"	"LO"	"PRE"	"1"	"LAP"	497.9438267
"5"	"2"	"LO"	"24H"	"1"	"LAP"	648.9321511
"5"	"2"	"LO"	"1WK"	"1"	"LAP"	652.20951
"5"	"2"	"LO"	"4WK"	"1"	"LAP"	459.3996007
"5"	"2"	"LO"	"PRE"	"1"	"NAG"	67.87376784
"5"	"2"	"LO"	"24H"	"1"	"NAG"	54.81888619
"5"	"2"	"LO"	"1WK"	"1"	"NAG"	54.13592077
"5"	"2"	"LO"	"4WK"	"1"	"NAG"	6.329098407
"5"	"2"	"LO"	"PRE"	"1"	"PER1"	4.899830428
"5"	"2"	"LO"	"24H"	"1"	"PER1"	6.989950824
"5"	"2"	"LO"	"1WK"	"1"	"PER1"	0
"5"	"2"	"LO"	"4WK"	"1"	"PER1"	2.774954898
"5"	"2"	"LO"	"PRE"	"1"	"PEROX"	6.249803987
"5"	"2"	"LO"	"24H"	"1"	"PEROX"	9.282417517
"5"	"2"	"LO"	"1WK"	"1"	"PEROX"	2.327068904
"5"	"2"	"LO"	"4WK"	"1"	"PEROX"	8.530976727
"5"	"2"	"LO"	"PRE"	"1"	"PHENOX"	1.349973559
"5"	"2"	"LO"	"24H"	"1"	"PHENOX"	2.292466694
"5"	"2"	"LO"	"1WK"	"1"	"PHENOX"	5.249726225
"5"	"2"	"LO"	"4WK"	"1"	"PHENOX"	5.75602183
"5"	"2"	"LO"	"PRE"	"1"	"PHOS"	0
"5"	"2"	"LO"	"24H"	"1"	"PHOS"	0
"5"	"2"	"LO"	"1WK"	"1"	"PHOS"	0
"5"	"2"	"LO"	"4WK"	"1"	"PHOS"	0
"5"	"2"	"LO"	"PRE"	"2"	"AG"	63.87719035
"5"	"2"	"LO"	"24H"	"2"	"AG"	6.768057014
"5"	"2"	"LO"	"1WK"	"2"	"AG"	42.9877349
"5"	"2"	"LO"	"4WK"	"2"	"AG"	28.46028844
"5"	"2"	"LO"	"PRE"	"2"	"BG"	692.4766191
"5"	"2"	"LO"	"24H"	"2"	"BG"	243.2477763
"5"	"2"	"LO"	"1WK"	"2"	"BG"	486.8943635
"5"	"2"	"LO"	"4WK"	"2"	"BG"	372.4320876
"5"	"2"	"LO"	"PRE"	"2"	"BX"	157.44987
"5"	"2"	"LO"	"24H"	"2"	"BX"	55.08295373
"5"	"2"	"LO"	"1WK"	"2"	"BX"	68.62635797
"5"	"2"	"LO"	"4WK"	"2"	"BX"	78.27471358
"5"	"2"	"LO"	"PRE"	"2"	"CBH"	58.51328133
"5"	"2"	"LO"	"24H"	"2"	"CBH"	23.27427863
"5"	"2"	"LO"	"1WK"	"2"	"CBH"	49.59106082
"5"	"2"	"LO"	"4WK"	"2"	"CBH"	50.59947132
"5"	"2"	"LO"	"PRE"	"2"	"LAP"	459.5035909
"5"	"2"	"LO"	"24H"	"2"	"LAP"	454.5049044
"5"	"2"	"LO"	"1WK"	"2"	"LAP"	598.9429055
"5"	"2"	"LO"	"4WK"	"2"	"LAP"	403.3707022
"5"	"2"	"LO"	"PRE"	"2"	"NAG"	105.0924851
"5"	"2"	"LO"	"24H"	"2"	"NAG"	36.91152312
"5"	"2"	"LO"	"1WK"	"2"	"NAG"	39.89823385
"5"	"2"	"LO"	"4WK"	"2"	"NAG"	31.50351676
"5"	"2"	"LO"	"PRE"	"2"	"PER1"	6.488143544
"5"	"2"	"LO"	"24H"	"2"	"PER1"	9.198410437
"5"	"2"	"LO"	"1WK"	"2"	"PER1"	2.395868514
"5"	"2"	"LO"	"4WK"	"2"	"PER1"	2.376873188
"5"	"2"	"LO"	"PRE"	"2"	"PEROX"	7.173889346
"5"	"2"	"LO"	"24H"	"2"	"PEROX"	13.27517624
"5"	"2"	"LO"	"1WK"	"2"	"PEROX"	5.789277153
"5"	"2"	"LO"	"4WK"	"2"	"PEROX"	6.1714676
"5"	"2"	"LO"	"PRE"	"2"	"PHENOX"	0.685745802
"5"	"2"	"LO"	"24H"	"2"	"PHENOX"	4.076765803
"5"	"2"	"LO"	"1WK"	"2"	"PHENOX"	3.393408639
"5"	"2"	"LO"	"4WK"	"2"	"PHENOX"	3.794594412
"5"	"2"	"LO"	"PRE"	"2"	"PHOS"	0
"5"	"2"	"LO"	"24H"	"2"	"PHOS"	0
"5"	"2"	"LO"	"1WK"	"2"	"PHOS"	9.695446375
"5"	"2"	"LO"	"4WK"	"2"	"PHOS"	0
"5"	"2"	"LO"	"PRE"	"3"	"AG"	75.1454661
"5"	"2"	"LO"	"24H"	"3"	"AG"	0
"5"	"2"	"LO"	"1WK"	"3"	"AG"	45.33147142
"5"	"2"	"LO"	"4WK"	"3"	"AG"	15.60121621
"5"	"2"	"LO"	"PRE"	"3"	"BG"	537.2448696
"5"	"2"	"LO"	"24H"	"3"	"BG"	228.4344766
"5"	"2"	"LO"	"1WK"	"3"	"BG"	370.9009088
"5"	"2"	"LO"	"4WK"	"3"	"BG"	373.4218972
"5"	"2"	"LO"	"PRE"	"3"	"BX"	139.3361948
"5"	"2"	"LO"	"24H"	"3"	"BX"	30.51788718
"5"	"2"	"LO"	"1WK"	"3"	"BX"	76.13692366
"5"	"2"	"LO"	"4WK"	"3"	"BX"	69.33401553
"5"	"2"	"LO"	"PRE"	"3"	"CBH"	59.03658407
"5"	"2"	"LO"	"24H"	"3"	"CBH"	15.16775102
"5"	"2"	"LO"	"1WK"	"3"	"CBH"	38.90414334
"5"	"2"	"LO"	"4WK"	"3"	"CBH"	50.00528509
"5"	"2"	"LO"	"PRE"	"3"	"LAP"	581.4471989
"5"	"2"	"LO"	"24H"	"3"	"LAP"	442.7197199
"5"	"2"	"LO"	"1WK"	"3"	"LAP"	684.6964756
"5"	"2"	"LO"	"4WK"	"3"	"LAP"	404.1780944
"5"	"2"	"LO"	"PRE"	"3"	"NAG"	90.57111629
"5"	"2"	"LO"	"24H"	"3"	"NAG"	22.65293435
"5"	"2"	"LO"	"1WK"	"3"	"NAG"	40.71443626
"5"	"2"	"LO"	"4WK"	"3"	"NAG"	27.9882164
"5"	"2"	"LO"	"PRE"	"3"	"PER1"	1.710816844
"5"	"2"	"LO"	"24H"	"3"	"PER1"	7.224470121
"5"	"2"	"LO"	"1WK"	"3"	"PER1"	1.189692412
"5"	"2"	"LO"	"4WK"	"3"	"PER1"	0.911918471
"5"	"2"	"LO"	"PRE"	"3"	"PEROX"	4.757708615
"5"	"2"	"LO"	"24H"	"3"	"PEROX"	10.27060224
"5"	"2"	"LO"	"1WK"	"3"	"PEROX"	2.026558242
"5"	"2"	"LO"	"4WK"	"3"	"PEROX"	5.281730155
"5"	"2"	"LO"	"PRE"	"3"	"PHENOX"	3.046891771
"5"	"2"	"LO"	"24H"	"3"	"PHENOX"	3.046132123
"5"	"2"	"LO"	"1WK"	"3"	"PHENOX"	0.83686583
"5"	"2"	"LO"	"4WK"	"3"	"PHENOX"	4.369811684
"5"	"2"	"LO"	"PRE"	"3"	"PHOS"	0
"5"	"2"	"LO"	"24H"	"3"	"PHOS"	0
"5"	"2"	"LO"	"1WK"	"3"	"PHOS"	0
"5"	"2"	"LO"	"4WK"	"3"	"PHOS"	0
"5"	"2"	"LO"	"PRE"	"4"	"AG"	34.19465193
"5"	"2"	"LO"	"24H"	"4"	"AG"	7.183275888
"5"	"2"	"LO"	"1WK"	"4"	"AG"	18.72626115
"5"	"2"	"LO"	"4WK"	"4"	"AG"	12.47904363
"5"	"2"	"LO"	"PRE"	"4"	"BG"	501.9989125
"5"	"2"	"LO"	"24H"	"4"	"BG"	353.0019567
"5"	"2"	"LO"	"1WK"	"4"	"BG"	409.2276089
"5"	"2"	"LO"	"4WK"	"4"	"BG"	351.3767486
"5"	"2"	"LO"	"PRE"	"4"	"BX"	79.40315162
"5"	"2"	"LO"	"24H"	"4"	"BX"	32.6398491
"5"	"2"	"LO"	"1WK"	"4"	"BX"	37.95261868
"5"	"2"	"LO"	"4WK"	"4"	"BX"	46.97154535
"5"	"2"	"LO"	"PRE"	"4"	"CBH"	62.11035691
"5"	"2"	"LO"	"24H"	"4"	"CBH"	20.34377066
"5"	"2"	"LO"	"1WK"	"4"	"CBH"	25.49707584
"5"	"2"	"LO"	"4WK"	"4"	"CBH"	41.35002932
"5"	"2"	"LO"	"PRE"	"4"	"LAP"	639.0928842
"5"	"2"	"LO"	"24H"	"4"	"LAP"	478.425534
"5"	"2"	"LO"	"1WK"	"4"	"LAP"	517.2544398
"5"	"2"	"LO"	"4WK"	"4"	"LAP"	606.8457044
"5"	"2"	"LO"	"PRE"	"4"	"NAG"	64.44752209
"5"	"2"	"LO"	"24H"	"4"	"NAG"	22.1726719
"5"	"2"	"LO"	"1WK"	"4"	"NAG"	14.31485997
"5"	"2"	"LO"	"4WK"	"4"	"NAG"	18.20404482
"5"	"2"	"LO"	"PRE"	"4"	"PER1"	0
"5"	"2"	"LO"	"24H"	"4"	"PER1"	0
"5"	"2"	"LO"	"1WK"	"4"	"PER1"	0
"5"	"2"	"LO"	"4WK"	"4"	"PER1"	2.303584734
"5"	"2"	"LO"	"PRE"	"4"	"PEROX"	0
"5"	"2"	"LO"	"24H"	"4"	"PEROX"	1.327542867
"5"	"2"	"LO"	"1WK"	"4"	"PEROX"	5.796223961
"5"	"2"	"LO"	"4WK"	"4"	"PEROX"	3.448278634
"5"	"2"	"LO"	"PRE"	"4"	"PHENOX"	1.805071244
"5"	"2"	"LO"	"24H"	"4"	"PHENOX"	8.626179214
"5"	"2"	"LO"	"1WK"	"4"	"PHENOX"	6.384922517
"5"	"2"	"LO"	"4WK"	"4"	"PHENOX"	1.1446939
"5"	"2"	"LO"	"PRE"	"4"	"PHOS"	0
"5"	"2"	"LO"	"24H"	"4"	"PHOS"	0
"5"	"2"	"LO"	"1WK"	"4"	"PHOS"	0
"5"	"2"	"LO"	"4WK"	"4"	"PHOS"	0
"5"	"2"	"LO"	"PRE"	"5"	"AG"	35.03351447
"5"	"2"	"LO"	"24H"	"5"	"AG"	37.91754052
"5"	"2"	"LO"	"1WK"	"5"	"AG"	37.20849755
"5"	"2"	"LO"	"4WK"	"5"	"AG"	28.31247617
"5"	"2"	"LO"	"PRE"	"5"	"BG"	435.3758306
"5"	"2"	"LO"	"24H"	"5"	"BG"	491.9610942
"5"	"2"	"LO"	"1WK"	"5"	"BG"	344.253186
"5"	"2"	"LO"	"4WK"	"5"	"BG"	664.4233243
"5"	"2"	"LO"	"PRE"	"5"	"BX"	77.96107048
"5"	"2"	"LO"	"24H"	"5"	"BX"	93.81151076
"5"	"2"	"LO"	"1WK"	"5"	"BX"	61.68253194
"5"	"2"	"LO"	"4WK"	"5"	"BX"	120.2110937
"5"	"2"	"LO"	"PRE"	"5"	"CBH"	44.25379016
"5"	"2"	"LO"	"24H"	"5"	"CBH"	53.27702362
"5"	"2"	"LO"	"1WK"	"5"	"CBH"	39.0801473
"5"	"2"	"LO"	"4WK"	"5"	"CBH"	74.64638405
"5"	"2"	"LO"	"PRE"	"5"	"LAP"	355.0473513
"5"	"2"	"LO"	"24H"	"5"	"LAP"	732.4891742
"5"	"2"	"LO"	"1WK"	"5"	"LAP"	377.9182428
"5"	"2"	"LO"	"4WK"	"5"	"LAP"	580.9632504
"5"	"2"	"LO"	"PRE"	"5"	"NAG"	48.55474968
"5"	"2"	"LO"	"24H"	"5"	"NAG"	53.21772399
"5"	"2"	"LO"	"1WK"	"5"	"NAG"	28.88356841
"5"	"2"	"LO"	"4WK"	"5"	"NAG"	53.74323812
"5"	"2"	"LO"	"PRE"	"5"	"PER1"	6.671852441
"5"	"2"	"LO"	"24H"	"5"	"PER1"	5.786776492
"5"	"2"	"LO"	"1WK"	"5"	"PER1"	0
"5"	"2"	"LO"	"4WK"	"5"	"PER1"	0
"5"	"2"	"LO"	"PRE"	"5"	"PEROX"	6.434100771
"5"	"2"	"LO"	"24H"	"5"	"PEROX"	9.051020208
"5"	"2"	"LO"	"1WK"	"5"	"PEROX"	0
"5"	"2"	"LO"	"4WK"	"5"	"PEROX"	5.992113838
"5"	"2"	"LO"	"PRE"	"5"	"PHENOX"	0
"5"	"2"	"LO"	"24H"	"5"	"PHENOX"	3.264243716
"5"	"2"	"LO"	"1WK"	"5"	"PHENOX"	0
"5"	"2"	"LO"	"4WK"	"5"	"PHENOX"	8.58341845
"5"	"2"	"LO"	"PRE"	"5"	"PHOS"	0
"5"	"2"	"LO"	"24H"	"5"	"PHOS"	0
"5"	"2"	"LO"	"1WK"	"5"	"PHOS"	0
"5"	"2"	"LO"	"4WK"	"5"	"PHOS"	0
"6"	"2"	"HI"	"PRE"	"1"	"AG"	25.61939487
"6"	"2"	"HI"	"24H"	"1"	"AG"	36.87968834
"6"	"2"	"HI"	"1WK"	"1"	"AG"	23.84322019
"6"	"2"	"HI"	"4WK"	"1"	"AG"	37.29019424
"6"	"2"	"HI"	"PRE"	"1"	"BG"	482.0380272
"6"	"2"	"HI"	"24H"	"1"	"BG"	333.4559065
"6"	"2"	"HI"	"1WK"	"1"	"BG"	397.0832745
"6"	"2"	"HI"	"4WK"	"1"	"BG"	449.3368479
"6"	"2"	"HI"	"PRE"	"1"	"BX"	100.8358522
"6"	"2"	"HI"	"24H"	"1"	"BX"	57.74345808
"6"	"2"	"HI"	"1WK"	"1"	"BX"	35.9846273
"6"	"2"	"HI"	"4WK"	"1"	"BX"	83.27852166
"6"	"2"	"HI"	"PRE"	"1"	"CBH"	51.14003735
"6"	"2"	"HI"	"24H"	"1"	"CBH"	130.7350018
"6"	"2"	"HI"	"1WK"	"1"	"CBH"	57.45804588
"6"	"2"	"HI"	"4WK"	"1"	"CBH"	64.17836071
"6"	"2"	"HI"	"PRE"	"1"	"LAP"	687.4656133
"6"	"2"	"HI"	"24H"	"1"	"LAP"	128.8951264
"6"	"2"	"HI"	"1WK"	"1"	"LAP"	477.9793773
"6"	"2"	"HI"	"4WK"	"1"	"LAP"	385.7525632
"6"	"2"	"HI"	"PRE"	"1"	"NAG"	86.45523223
"6"	"2"	"HI"	"24H"	"1"	"NAG"	139.4211523
"6"	"2"	"HI"	"1WK"	"1"	"NAG"	50.62882744
"6"	"2"	"HI"	"4WK"	"1"	"NAG"	57.09635972
"6"	"2"	"HI"	"PRE"	"1"	"PER1"	17.57640507
"6"	"2"	"HI"	"24H"	"1"	"PER1"	0
"6"	"2"	"HI"	"1WK"	"1"	"PER1"	0
"6"	"2"	"HI"	"4WK"	"1"	"PER1"	4.09342685
"6"	"2"	"HI"	"PRE"	"1"	"PEROX"	8.804730101
"6"	"2"	"HI"	"24H"	"1"	"PEROX"	0
"6"	"2"	"HI"	"1WK"	"1"	"PEROX"	0.895487778
"6"	"2"	"HI"	"4WK"	"1"	"PEROX"	2.807101684
"6"	"2"	"HI"	"PRE"	"1"	"PHENOX"	0
"6"	"2"	"HI"	"24H"	"1"	"PHENOX"	3.118775947
"6"	"2"	"HI"	"1WK"	"1"	"PHENOX"	1.586012654
"6"	"2"	"HI"	"4WK"	"1"	"PHENOX"	0
"6"	"2"	"HI"	"PRE"	"1"	"PHOS"	23.32575797
"6"	"2"	"HI"	"24H"	"1"	"PHOS"	183.8215803
"6"	"2"	"HI"	"1WK"	"1"	"PHOS"	11.17851466
"6"	"2"	"HI"	"4WK"	"1"	"PHOS"	0
"6"	"2"	"HI"	"PRE"	"2"	"AG"	38.30917838
"6"	"2"	"HI"	"24H"	"2"	"AG"	19.56212667
"6"	"2"	"HI"	"1WK"	"2"	"AG"	46.68179426
"6"	"2"	"HI"	"4WK"	"2"	"AG"	18.97166603
"6"	"2"	"HI"	"PRE"	"2"	"BG"	427.7832149
"6"	"2"	"HI"	"24H"	"2"	"BG"	386.8136947
"6"	"2"	"HI"	"1WK"	"2"	"BG"	493.9638199
"6"	"2"	"HI"	"4WK"	"2"	"BG"	203.4394069
"6"	"2"	"HI"	"PRE"	"2"	"BX"	93.78789806
"6"	"2"	"HI"	"24H"	"2"	"BX"	64.13704051
"6"	"2"	"HI"	"1WK"	"2"	"BX"	77.22255408
"6"	"2"	"HI"	"4WK"	"2"	"BX"	36.83299408
"6"	"2"	"HI"	"PRE"	"2"	"CBH"	43.76650933
"6"	"2"	"HI"	"24H"	"2"	"CBH"	34.64015342
"6"	"2"	"HI"	"1WK"	"2"	"CBH"	107.1575182
"6"	"2"	"HI"	"4WK"	"2"	"CBH"	23.05095713
"6"	"2"	"HI"	"PRE"	"2"	"LAP"	322.305269
"6"	"2"	"HI"	"24H"	"2"	"LAP"	333.0122032
"6"	"2"	"HI"	"1WK"	"2"	"LAP"	476.6778337
"6"	"2"	"HI"	"4WK"	"2"	"LAP"	102.5936176
"6"	"2"	"HI"	"PRE"	"2"	"NAG"	77.45505608
"6"	"2"	"HI"	"24H"	"2"	"NAG"	38.83846831
"6"	"2"	"HI"	"1WK"	"2"	"NAG"	39.42674316
"6"	"2"	"HI"	"4WK"	"2"	"NAG"	27.89225778
"6"	"2"	"HI"	"PRE"	"2"	"PER1"	7.617784307
"6"	"2"	"HI"	"24H"	"2"	"PER1"	0.174728346
"6"	"2"	"HI"	"1WK"	"2"	"PER1"	0
"6"	"2"	"HI"	"4WK"	"2"	"PER1"	1.993879802
"6"	"2"	"HI"	"PRE"	"2"	"PEROX"	9.12881391
"6"	"2"	"HI"	"24H"	"2"	"PEROX"	4.149798228
"6"	"2"	"HI"	"1WK"	"2"	"PEROX"	3.948755826
"6"	"2"	"HI"	"4WK"	"2"	"PEROX"	3.247392963
"6"	"2"	"HI"	"PRE"	"2"	"PHENOX"	1.511029603
"6"	"2"	"HI"	"24H"	"2"	"PHENOX"	3.975069882
"6"	"2"	"HI"	"1WK"	"2"	"PHENOX"	6.634262588
"6"	"2"	"HI"	"4WK"	"2"	"PHENOX"	1.253513161
"6"	"2"	"HI"	"PRE"	"2"	"PHOS"	0
"6"	"2"	"HI"	"24H"	"2"	"PHOS"	0
"6"	"2"	"HI"	"1WK"	"2"	"PHOS"	0
"6"	"2"	"HI"	"4WK"	"2"	"PHOS"	0
"6"	"2"	"HI"	"PRE"	"3"	"AG"	42.27025308
"6"	"2"	"HI"	"24H"	"3"	"AG"	21.55004439
"6"	"2"	"HI"	"1WK"	"3"	"AG"	65.29384226
"6"	"2"	"HI"	"4WK"	"3"	"AG"	30.45525262
"6"	"2"	"HI"	"PRE"	"3"	"BG"	431.5278406
"6"	"2"	"HI"	"24H"	"3"	"BG"	363.0947447
"6"	"2"	"HI"	"1WK"	"3"	"BG"	660.5476814
"6"	"2"	"HI"	"4WK"	"3"	"BG"	554.142436
"6"	"2"	"HI"	"PRE"	"3"	"BX"	85.93034208
"6"	"2"	"HI"	"24H"	"3"	"BX"	44.6846436
"6"	"2"	"HI"	"1WK"	"3"	"BX"	111.4330721
"6"	"2"	"HI"	"4WK"	"3"	"BX"	81.90890085
"6"	"2"	"HI"	"PRE"	"3"	"CBH"	46.45358134
"6"	"2"	"HI"	"24H"	"3"	"CBH"	29.89055609
"6"	"2"	"HI"	"1WK"	"3"	"CBH"	88.19503938
"6"	"2"	"HI"	"4WK"	"3"	"CBH"	51.78223304
"6"	"2"	"HI"	"PRE"	"3"	"LAP"	307.1722823
"6"	"2"	"HI"	"24H"	"3"	"LAP"	413.6030993
"6"	"2"	"HI"	"1WK"	"3"	"LAP"	628.8694186
"6"	"2"	"HI"	"4WK"	"3"	"LAP"	175.1747249
"6"	"2"	"HI"	"PRE"	"3"	"NAG"	47.07806536
"6"	"2"	"HI"	"24H"	"3"	"NAG"	9.014880991
"6"	"2"	"HI"	"1WK"	"3"	"NAG"	94.23347027
"6"	"2"	"HI"	"4WK"	"3"	"NAG"	35.37483216
"6"	"2"	"HI"	"PRE"	"3"	"PER1"	9.393014313
"6"	"2"	"HI"	"24H"	"3"	"PER1"	0
"6"	"2"	"HI"	"1WK"	"3"	"PER1"	1.765610224
"6"	"2"	"HI"	"4WK"	"3"	"PER1"	0.203351852
"6"	"2"	"HI"	"PRE"	"3"	"PEROX"	6.348104033
"6"	"2"	"HI"	"24H"	"3"	"PEROX"	8.243944637
"6"	"2"	"HI"	"1WK"	"3"	"PEROX"	5.715005157
"6"	"2"	"HI"	"4WK"	"3"	"PEROX"	3.32732545
"6"	"2"	"HI"	"PRE"	"3"	"PHENOX"	0
"6"	"2"	"HI"	"24H"	"3"	"PHENOX"	9.251838235
"6"	"2"	"HI"	"1WK"	"3"	"PHENOX"	3.949394934
"6"	"2"	"HI"	"4WK"	"3"	"PHENOX"	3.123973598
"6"	"2"	"HI"	"PRE"	"3"	"PHOS"	0
"6"	"2"	"HI"	"24H"	"3"	"PHOS"	0
"6"	"2"	"HI"	"1WK"	"3"	"PHOS"	0
"6"	"2"	"HI"	"4WK"	"3"	"PHOS"	0
"6"	"2"	"HI"	"PRE"	"4"	"AG"	54.97820536
"6"	"2"	"HI"	"24H"	"4"	"AG"	20.16971245
"6"	"2"	"HI"	"1WK"	"4"	"AG"	59.1783214
"6"	"2"	"HI"	"4WK"	"4"	"AG"	0
"6"	"2"	"HI"	"PRE"	"4"	"BG"	538.1855721
"6"	"2"	"HI"	"24H"	"4"	"BG"	432.7784862
"6"	"2"	"HI"	"1WK"	"4"	"BG"	729.8707924
"6"	"2"	"HI"	"4WK"	"4"	"BG"	310.3545448
"6"	"2"	"HI"	"PRE"	"4"	"BX"	100.0368628
"6"	"2"	"HI"	"24H"	"4"	"BX"	58.34950669
"6"	"2"	"HI"	"1WK"	"4"	"BX"	115.1196359
"6"	"2"	"HI"	"4WK"	"4"	"BX"	27.62802027
"6"	"2"	"HI"	"PRE"	"4"	"CBH"	55.1802429
"6"	"2"	"HI"	"24H"	"4"	"CBH"	30.80269353
"6"	"2"	"HI"	"1WK"	"4"	"CBH"	127.7135119
"6"	"2"	"HI"	"4WK"	"4"	"CBH"	26.10512261
"6"	"2"	"HI"	"PRE"	"4"	"LAP"	740.278061
"6"	"2"	"HI"	"24H"	"4"	"LAP"	395.2752349
"6"	"2"	"HI"	"1WK"	"4"	"LAP"	650.908002
"6"	"2"	"HI"	"4WK"	"4"	"LAP"	368.5187138
"6"	"2"	"HI"	"PRE"	"4"	"NAG"	66.84610005
"6"	"2"	"HI"	"24H"	"4"	"NAG"	16.07815649
"6"	"2"	"HI"	"1WK"	"4"	"NAG"	75.145616
"6"	"2"	"HI"	"4WK"	"4"	"NAG"	14.75137752
"6"	"2"	"HI"	"PRE"	"4"	"PER1"	12.27293902
"6"	"2"	"HI"	"24H"	"4"	"PER1"	0
"6"	"2"	"HI"	"1WK"	"4"	"PER1"	0
"6"	"2"	"HI"	"4WK"	"4"	"PER1"	5.033637504
"6"	"2"	"HI"	"PRE"	"4"	"PEROX"	11.56752231
"6"	"2"	"HI"	"24H"	"4"	"PEROX"	5.457796043
"6"	"2"	"HI"	"1WK"	"4"	"PEROX"	2.80394814
"6"	"2"	"HI"	"4WK"	"4"	"PEROX"	8.565750491
"6"	"2"	"HI"	"PRE"	"4"	"PHENOX"	0
"6"	"2"	"HI"	"24H"	"4"	"PHENOX"	6.141143999
"6"	"2"	"HI"	"1WK"	"4"	"PHENOX"	2.950621014
"6"	"2"	"HI"	"4WK"	"4"	"PHENOX"	3.532112987
"6"	"2"	"HI"	"PRE"	"4"	"PHOS"	0
"6"	"2"	"HI"	"24H"	"4"	"PHOS"	0
"6"	"2"	"HI"	"1WK"	"4"	"PHOS"	90.73409971
"6"	"2"	"HI"	"4WK"	"4"	"PHOS"	0
"6"	"2"	"HI"	"PRE"	"5"	"AG"	50.52827725
"6"	"2"	"HI"	"24H"	"5"	"AG"	5.782053796
"6"	"2"	"HI"	"1WK"	"5"	"AG"	25.71849639
"6"	"2"	"HI"	"4WK"	"5"	"AG"	10.82759596
"6"	"2"	"HI"	"PRE"	"5"	"BG"	585.4033702
"6"	"2"	"HI"	"24H"	"5"	"BG"	275.0140276
"6"	"2"	"HI"	"1WK"	"5"	"BG"	784.6076391
"6"	"2"	"HI"	"4WK"	"5"	"BG"	394.7452615
"6"	"2"	"HI"	"PRE"	"5"	"BX"	117.4132183
"6"	"2"	"HI"	"24H"	"5"	"BX"	27.74935885
"6"	"2"	"HI"	"1WK"	"5"	"BX"	109.3434594
"6"	"2"	"HI"	"4WK"	"5"	"BX"	49.61515565
"6"	"2"	"HI"	"PRE"	"5"	"CBH"	83.55944753
"6"	"2"	"HI"	"24H"	"5"	"CBH"	19.7991618
"6"	"2"	"HI"	"1WK"	"5"	"CBH"	120.7528209
"6"	"2"	"HI"	"4WK"	"5"	"CBH"	40.88464529
"6"	"2"	"HI"	"PRE"	"5"	"LAP"	971.9720872
"6"	"2"	"HI"	"24H"	"5"	"LAP"	307.1596505
"6"	"2"	"HI"	"1WK"	"5"	"LAP"	709.9780973
"6"	"2"	"HI"	"4WK"	"5"	"LAP"	412.1743923
"6"	"2"	"HI"	"PRE"	"5"	"NAG"	117.7391011
"6"	"2"	"HI"	"24H"	"5"	"NAG"	8.103081356
"6"	"2"	"HI"	"1WK"	"5"	"NAG"	73.94521639
"6"	"2"	"HI"	"4WK"	"5"	"NAG"	23.06858952
"6"	"2"	"HI"	"PRE"	"5"	"PER1"	0
"6"	"2"	"HI"	"24H"	"5"	"PER1"	3.143903764
"6"	"2"	"HI"	"1WK"	"5"	"PER1"	0
"6"	"2"	"HI"	"4WK"	"5"	"PER1"	1.775948692
"6"	"2"	"HI"	"PRE"	"5"	"PEROX"	0
"6"	"2"	"HI"	"24H"	"5"	"PEROX"	8.442243986
"6"	"2"	"HI"	"1WK"	"5"	"PEROX"	0
"6"	"2"	"HI"	"4WK"	"5"	"PEROX"	3.411430126
"6"	"2"	"HI"	"PRE"	"5"	"PHENOX"	2.65968457
"6"	"2"	"HI"	"24H"	"5"	"PHENOX"	5.298340222
"6"	"2"	"HI"	"1WK"	"5"	"PHENOX"	1.520850417
"6"	"2"	"HI"	"4WK"	"5"	"PHENOX"	1.635481435
"6"	"2"	"HI"	"PRE"	"5"	"PHOS"	21.79633104
"6"	"2"	"HI"	"24H"	"5"	"PHOS"	0
"6"	"2"	"HI"	"1WK"	"5"	"PHOS"	41.96447172
"6"	"2"	"HI"	"4WK"	"5"	"PHOS"	0
"7"	"3"	"LO"	"PRE"	"1"	"AG"	33.03084297
"7"	"3"	"LO"	"24H"	"1"	"AG"	37.4644565
"7"	"3"	"LO"	"1WK"	"1"	"AG"	31.48226205
"7"	"3"	"LO"	"4WK"	"1"	"AG"	22.95240583
"7"	"3"	"LO"	"PRE"	"1"	"BG"	674.9791758
"7"	"3"	"LO"	"24H"	"1"	"BG"	622.3413146
"7"	"3"	"LO"	"1WK"	"1"	"BG"	337.769816
"7"	"3"	"LO"	"4WK"	"1"	"BG"	363.9616207
"7"	"3"	"LO"	"PRE"	"1"	"BX"	83.22743427
