"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"Bacteria"	"Elusimicrobia"	"Lineage_IIb"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"
"Bacteria"	"Acidobacteria"	"Subgroup_17"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Streptosporangiales"	"Nocardiopsaceae"	"Thermobifida"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	"Cellulosilyticum"
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Solibacterales"	"Solibacteraceae_(Subgroup_3)"	"Bryobacter"
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"
"Bacteria"	"Chloroflexi"	"TK10"	NA	NA	NA
"Bacteria"	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"
"Bacteria"	"Acidobacteria"	"Subgroup_6"	NA	NA	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA
"Bacteria"	"Firmicutes"	"Clostridia"	NA	NA	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacterales"	"Terrimicrobiaceae"	"Terrimicrobium"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Isosphaerales"	"Isosphaeraceae"	NA
"Bacteria"	"Planctomycetes"	"Pla4_lineage"	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"AKYH767"	NA
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	NA	NA	NA
"Bacteria"	"FBP"	NA	NA	NA	NA
"Bacteria"	"Nitrospirae"	"4-29-1"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Phaselicystidaceae"	"Phaselicystis"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	NA	NA	NA
"Bacteria"	"Actinobacteria"	"Actinobacteria"	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	"Fimbriiglobus"
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"TRA3-20"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Phaselicystidaceae"	"Phaselicystis"
"Bacteria"	"Acidobacteria"	"Subgroup_5"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Sandaracinaceae"	NA
"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Thermomicrobiales"	"Thermomicrobiaceae"	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Luteolibacter"
"Bacteria"	"Chloroflexi"	"OLB14"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"CCM19a"	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Anaeromyxobacter"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Flavisolibacter"
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS_17"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Pseudohongiellaceae"	"BIyi10"
"Bacteria"	"Chloroflexi"	"JG30-KF-CM66"	NA	NA	NA
"Bacteria"	"Actinobacteria"	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	"Telmatocola"
"Bacteria"	"Chloroflexi"	"Chloroflexia"	NA	NA	NA
"Bacteria"	"Chloroflexi"	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Crocinitomix"
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	NA	NA	NA	NA
"Bacteria"	"Armatimonadetes"	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Cyanobacteria"	"Melainabacteria"	"Obscuribacterales"	NA	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	NA	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"
"Bacteria"	"Cyanobacteria"	"Melainabacteria"	"Vampirovibrionales"	NA	NA
"Bacteria"	"Firmicutes"	"Clostridia"	"Thermoanaerobacterales"	"Thermoanaerobacteraceae"	"Syntrophaceticus"
"Bacteria"	"Elusimicrobia"	"Lineage_IIb"	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Taibaiella"
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"0319-6G20"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"TRA3-20"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Isosphaerales"	"Isosphaeraceae"	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Thermomicrobiales"	"JG30-KF-CM45"	NA
"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	NA	NA
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Lachnospiraceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"Ardenticatenaceae"	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Confluentibacter"
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	NA	NA
"Bacteria"	"Chloroflexi"	NA	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	NA
"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	NA	NA
"Bacteria"	"Cyanobacteria"	"Sericytochromatia"	NA	NA	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"Blastocatellales"	"Blastocatellaceae"	"Blastocatella"
"Bacteria"	"Bacteroidetes"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	"A4b"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Proteobacteria"	NA	NA	NA	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Opitutaceae"	"Alterococcus"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Polyangiaceae"	"Pajaroellobacter"
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"Tepidisphaeraceae"	NA
"Bacteria"	"Proteobacteria"	NA	NA	NA	NA
"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Cryptosporangiaceae"	"Cryptosporangium"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Spirosomaceae"	"Fibrella"
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Methylacidiphilales"	"Methylacidiphilaceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"LiUU-11-161"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Elsterales"	"Elsteraceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	"Ohtaekwangia"
"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus_Lumbricincola"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae"	"Shimazuella"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Acidobacteria"	"Subgroup_6"	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	"Ohtaekwangia"
"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Thermoactinomycetaceae"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Desulfuromonadales"	"Geobacteraceae"	"Geobacter"
"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Acidobacteriales"	"Acidobacteriaceae_(Subgroup_1)"	"Granulicella"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SM2D12"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Haliangiaceae"	"Haliangium"
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	NA
"Bacteria"	"Chloroflexi"	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacteriales"	"Enterobacteriaceae"	NA
"Bacteria"	"WS2"	NA	NA	NA	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Azospirillales"	"Azospirillaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"Oligoflexaceae"	NA
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Caldicoprobacteraceae"	"Caldicoprobacter"
"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Ellin6055"
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Gaiellales"	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Sandaracinaceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"Lentimicrobiaceae"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Terrimonas"
"Bacteria"	"Bacteroidetes"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"WD260"	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Verrucomicrobium"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Crocinitomix"
"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Acidobacteriales"	"Koribacteraceae"	"Candidatus_Koribacter"
"Bacteria"	"Acidobacteria"	"Acidobacteriia"	"Solibacterales"	"Solibacteraceae_(Subgroup_3)"	"Bryobacter"
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae_1"	"Clostridium_sensu_stricto_1"
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	NA
"Bacteria"	"Nitrospirae"	"4-29-1"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27_clade"
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"KD3-93"	NA
"Bacteria"	"Omnitrophicaeota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus_Omnitrophus"
"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus_Peribacteria"	NA	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"S-70"	NA	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Chloroflexi"	"Ktedonobacteria"	"Ktedonobacterales"	"Ktedonobacteraceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Armatimonadetes"	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"Bacteria"	"Firmicutes"	"Limnochordia"	"Limnochordales"	"Limnochordaceae"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_Incertae_Sedis"	"Constrictibacter"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Chloroflexi"	"JG30-KF-CM66"	NA	NA	NA
"Bacteria"	"Hydrogenedentes"	"Hydrogenedentia"	"Hydrogenedentiales"	"Hydrogenedensaceae"	NA
"Bacteria"	"Tenericutes"	"Mollicutes"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus_Lumbricincola"
"Bacteria"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Subgroup_10"
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Microscillaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	"Gemmata"
"Bacteria"	"Proteobacteria"	NA	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	NA	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptococcaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	"Fimbriiglobus"
"Bacteria"	"Halanaerobiaeota"	"Halanaerobiia"	"Halanaerobiales"	"Halanaerobiaceae"	"Halocella"
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	NA
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Pedosphaerales"	"Pedosphaeraceae"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12_marine_group"	NA
"Bacteria"	"Acidobacteria"	"AT-s3-28"	NA	NA	NA
"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Micrococcales"	"Micrococcaceae"	"Renibacterium"
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101_soil_group"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Deinococcus-Thermus"	"Deinococci"	"Deinococcales"	"Trueperaceae"	"Truepera"
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA
"Bacteria"	"Planctomycetes"	NA	NA	NA	NA
"Bacteria"	"Acidobacteria"	"Blastocatellia_(Subgroup_4)"	"DS-100"	NA	NA
"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	"Chloronema"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"P3OB-42"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"Sulfurifustis"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS_17"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Diplorickettsiales"	"Diplorickettsiaceae"	NA
"Bacteria"	"Chloroflexi"	"Chloroflexia"	"Thermomicrobiales"	"AKYG1722"	NA
"Bacteria"	"Acidobacteria"	"Subgroup_6"	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Nitrosomonadaceae"	"MND1"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Steroidobacteraceae"	"Povalibacter"
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Oligoflexales"	"Oligoflexaceae"	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	NA
"Bacteria"	"Cyanobacteria"	"Melainabacteria"	"Vampirovibrionales"	NA	NA
"Bacteria"	"Entotheonellaeota"	"Entotheonellia"	"Entotheonellales"	"Entotheonellaceae"	"Candidatus_Entotheonella"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Pontibacter"
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Blfdi19"	NA
"Bacteria"	"Acidobacteria"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	"Subgroup_10"
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pir4_lineage"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Cytophagales"	"Hymenobacteraceae"	"Adhaeribacter"
"Bacteria"	"Acidobacteria"	"Subgroup_6"	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Roseomonas"
"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Chthoniobacterales"	"Terrimicrobiaceae"	"Terrimicrobium"
"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"Vermiphilaceae"	NA
"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA
"Bacteria"	"Armatimonadetes"	"Fimbriimonadia"	"Fimbriimonadales"	"Fimbriimonadaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Actinobacteria"	"MB-A2-108"	NA	NA	NA
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Family_XI"	"Tepidimicrobium"
"Bacteria"	"Actinobacteria"	"Thermoleophilia"	"Solirubrobacterales"	"67-14"	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	NA
"Bacteria"	NA	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA
"Bacteria"	"Planctomycetes"	"Pla4_lineage"	NA	NA	NA
"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Ardenticatenales"	"Ardenticatenaceae"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	NA	NA
"Bacteria"	"Patescibacteria"	"Berkelbacteria"	NA	NA	NA
"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Christensenellaceae"	"Christensenellaceae_R-7_group"
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Sphingobacteriales"	"env.OPS_17"	NA
"Bacteria"	"Armatimonadetes"	NA	NA	NA	NA
"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Gemmatales"	"Gemmataceae"	NA
"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Planctomycetes"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA
"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	NA	NA
"Bacteria"	"Planctomycetes"	NA	NA	NA	NA
"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"
